Date,DOCE AIMORES
2020-01-01,278.4166666666667
2020-01-02,301.5416666666667
2020-01-03,287.125
2020-01-04,325.4583333333333
2020-01-05,299.625
2020-01-06,350.0
2020-01-07,419.8333333333333
2020-01-08,577.25
2020-01-09,674.3333333333334
2020-01-10,539.7916666666666
2020-01-11,458.0833333333333
2020-01-12,407.375
2020-01-13,415.75
2020-01-14,374.9583333333333
2020-01-15,336.9166666666667
2020-01-16,319.5
2020-01-17,332.6666666666667
2020-01-18,379.0416666666667
2020-01-19,406.375
2020-01-20,420.7083333333333
2020-01-21,605.125
2020-01-22,782.5416666666666
2020-01-23,870.9166666666666
2020-01-24,1005.625
2020-01-25,1046.7083333333333
2020-01-26,1877.4583333333333
2020-01-27,3648.4166666666665
2020-01-28,4759.166666666667
2020-01-29,4071.625
2020-01-30,2587.3333333333335
2020-01-31,1694.4583333333333
2020-02-01,1443.625
2020-02-02,1143.5
2020-02-03,999.3333333333334
2020-02-04,836.9583333333334
2020-02-05,791.625
2020-02-06,767.6666666666666
2020-02-07,769.75
2020-02-08,939.625
2020-02-09,830.0
2020-02-10,866.2083333333334
2020-02-11,819.7916666666666
2020-02-12,857.0416666666666
2020-02-13,788.8333333333334
2020-02-14,796.2916666666666
2020-02-15,1120.7083333333333
2020-02-16,1755.6666666666667
2020-02-17,1683.125
2020-02-18,1152.9583333333333
2020-02-19,830.4166666666666
2020-02-20,771.625
2020-02-21,767.4583333333334
2020-02-22,663.125
2020-02-23,766.5833333333334
2020-02-24,707.6666666666666
2020-02-25,794.0833333333334
2020-02-26,847.6666666666666
2020-02-27,733.4583333333334
2020-02-28,756.4166666666666
2020-02-29,784.4166666666666
2020-03-01,1212.0416666666667
2020-03-02,1931.4166666666667
2020-03-03,2101.7916666666665
2020-03-04,2084.2916666666665
2020-03-05,2492.7916666666665
2020-03-06,2882.25
2020-03-07,3016.125
2020-03-08,2647.25
2020-03-09,2282.0416666666665
2020-03-10,1914.3333333333333
2020-03-11,1524.75
2020-03-12,1280.3333333333333
2020-03-13,1138.4583333333333
2020-03-14,1100.125
2020-03-15,1085.7916666666667
2020-03-16,1012.375
2020-03-17,935.3333333333334
2020-03-18,902.75
2020-03-19,835.25
2020-03-20,804.5833333333334
2020-03-21,751.1666666666666
2020-03-22,836.25
2020-03-23,942.625
2020-03-24,1515.4583333333333
2020-03-25,1611.0416666666667
2020-03-26,1411.2083333333333
2020-03-27,1208.375
2020-03-28,1072.9166666666667
2020-03-29,908.0416666666666
2020-03-30,824.875
2020-03-31,810.9166666666666
2020-04-01,745.8333333333334
2020-04-02,693.6666666666666
2020-04-03,681.0833333333334
2020-04-04,677.4583333333334
2020-04-05,777.5833333333334
2020-04-06,761.4583333333334
2020-04-07,667.75
2020-04-08,783.4166666666666
2020-04-09,842.0416666666666
2020-04-10,907.6666666666666
2020-04-11,918.0833333333334
2020-04-12,963.3333333333334
2020-04-13,922.875
2020-04-14,946.2916666666666
2020-04-15,1053.7083333333333
2020-04-16,848.2083333333334
2020-04-17,774.2083333333334
2020-04-18,717.1666666666666
2020-04-19,730.0
2020-04-20,669.5
2020-04-21,629.4166666666666
2020-04-22,611.0833333333334
2020-04-23,586.8333333333334
2020-04-24,591.1666666666666
2020-04-25,540.9166666666666
2020-04-26,528.2916666666666
2020-04-27,505.5416666666667
2020-04-28,491.75
2020-04-29,488.2083333333333
2020-04-30,478.4583333333333
2020-05-01,466.0416666666667
2020-05-02,459.7916666666667
2020-05-03,462.6666666666667
2020-05-04,439.75
2020-05-05,422.875
2020-05-06,473.4166666666667
2020-05-07,433.625
2020-05-08,447.125
2020-05-09,435.2916666666667
2020-05-10,431.0
2020-05-11,429.4583333333333
2020-05-12,421.7083333333333
2020-05-13,422.9583333333333
2020-05-14,416.5833333333333
2020-05-15,416.4583333333333
2020-05-16,431.875
2020-05-17,509.5833333333333
2020-05-18,603.5
2020-05-19,673.8333333333334
2020-05-20,619.4166666666666
2020-05-21,549.75
2020-05-22,520.4166666666666
2020-05-23,486.4583333333333
2020-05-24,441.4166666666667
2020-05-25,521.0833333333334
2020-05-26,633.0
2020-05-27,624.5416666666666
2020-05-28,593.5416666666666
2020-05-29,542.7916666666666
2020-05-30,505.875
2020-05-31,488.625
2020-06-01,451.875
2020-06-02,444.25
2020-06-03,424.7083333333333
2020-06-04,401.0833333333333
2020-06-05,402.7083333333333
2020-06-06,374.0
2020-06-07,381.125
2020-06-08,370.7083333333333
2020-06-09,393.9583333333333
2020-06-10,372.9583333333333
2020-06-11,364.2916666666667
2020-06-12,353.75
2020-06-13,376.5833333333333
2020-06-14,358.3333333333333
2020-06-15,343.9583333333333
2020-06-16,341.75
2020-06-17,350.1666666666667
2020-06-18,331.4166666666667
2020-06-19,358.6666666666667
2020-06-20,347.9166666666667
2020-06-21,345.625
2020-06-22,350.125
2020-06-23,355.5
2020-06-24,351.75
2020-06-25,329.8333333333333
2020-06-26,331.0833333333333
2020-06-27,331.2083333333333
2020-06-28,329.2916666666667
2020-06-29,368.9583333333333
2020-06-30,324.9583333333333
2020-07-01,349.25
2020-07-02,336.6666666666667
2020-07-03,353.2916666666667
2020-07-04,340.25
2020-07-05,313.4166666666667
2020-07-06,322.1666666666667
2020-07-07,354.6666666666667
2020-07-08,346.4166666666667
2020-07-09,340.2916666666667
2020-07-10,304.1666666666667
2020-07-11,297.0833333333333
2020-07-12,308.5833333333333
2020-07-13,309.625
2020-07-14,301.25
2020-07-15,293.8333333333333
2020-07-16,299.7083333333333
2020-07-17,286.5
2020-07-18,286.4583333333333
2020-07-19,285.0833333333333
2020-07-20,283.8333333333333
2020-07-21,273.5833333333333
2020-07-22,306.125
2020-07-23,294.2916666666667
2020-07-24,303.25
2020-07-25,279.8333333333333
2020-07-26,257.9166666666667
2020-07-27,277.9375
2020-07-28,265.2916666666667
2020-07-29,264.3333333333333
2020-07-30,274.125
2020-07-31,282.9166666666667
2020-08-01,271.4166666666667
2020-08-02,281.9166666666667
2020-08-03,264.9166666666667
2020-08-04,271.4166666666667
2020-08-05,270.1666666666667
2020-08-06,267.125
2020-08-07,259.0833333333333
2020-08-08,271.7083333333333
2020-08-09,255.95833333333334
2020-08-10,260.9166666666667
2020-08-11,268.2083333333333
2020-08-12,264.5416666666667
2020-08-13,249.41666666666666
2020-08-14,258.25
2020-08-15,293.0833333333333
2020-08-16,246.66666666666666
2020-08-17,249.375
2020-08-18,222.625
2020-08-19,203.41666666666666
2020-08-20,195.95833333333334
2020-08-21,215.41666666666666
2020-08-22,212.79166666666666
2020-08-23,210.29166666666666
2020-08-24,250.375
2020-08-25,226.58333333333334
2020-08-26,269.6666666666667
2020-08-27,272.0416666666667
2020-08-28,268.5
2020-08-29,267.75
2020-08-30,262.0416666666667
2020-08-31,259.2083333333333
2020-09-01,241.91666666666666
2020-09-02,236.41666666666666
2020-09-03,232.29166666666666
2020-09-04,219.29166666666666
2020-09-05,252.58333333333334
2020-09-06,215.29166666666666
2020-09-07,202.08333333333334
2020-09-08,178.29166666666666
2020-09-09,177.95833333333334
2020-09-10,158.79166666666666
2020-09-11,184.75
2020-09-12,212.5
2020-09-13,203.83333333333334
2020-09-14,191.5
2020-09-15,190.16666666666666
2020-09-16,189.375
2020-09-17,187.16666666666666
2020-09-18,197.25
2020-09-19,173.4
2020-09-20,182.20833333333334
2020-09-21,187.375
2020-09-22,193.125
2020-09-23,187.125
2020-09-24,181.29166666666666
2020-09-25,234.66666666666666
2020-09-26,173.875
2020-09-27,184.20833333333334
2020-09-28,199.75
2020-09-29,202.91666666666666
2020-09-30,222.75
2020-10-01,206.08333333333334
2020-10-02,190.08333333333334
2020-10-03,191.20833333333334
2020-10-04,170.58333333333334
2020-10-05,171.0
2020-10-06,173.25
2020-10-07,182.125
2020-10-08,178.875
2020-10-09,150.875
2020-10-10,141.75
2020-10-11,126.625
2020-10-12,147.95833333333334
2020-10-13,147.08333333333334
2020-10-14,159.375
2020-10-15,145.20833333333334
2020-10-16,141.66666666666666
2020-10-17,172.41666666666666
2020-10-18,193.25
2020-10-19,190.45833333333334
2020-10-20,218.0
2020-10-21,234.16666666666666
2020-10-22,221.04166666666666
2020-10-23,218.79166666666666
2020-10-24,239.0
2020-10-25,319.5833333333333
2020-10-26,438.5416666666667
2020-10-27,594.6666666666666
2020-10-28,653.375
2020-10-29,770.5
2020-10-30,658.3333333333334
2020-10-31,636.375
2020-11-01,637.875
2020-11-02,823.4583333333334
2020-11-03,917.625
2020-11-04,769.9583333333334
2020-11-05,760.25
2020-11-06,686.1666666666666
2020-11-07,543.1666666666666
2020-11-08,498.7916666666667
2020-11-09,433.375
2020-11-10,459.25
2020-11-11,434.125
2020-11-12,353.9583333333333
2020-11-13,328.7083333333333
2020-11-14,326.7916666666667
2020-11-15,379.6666666666667
2020-11-16,499.2916666666667
2020-11-17,773.2083333333334
2020-11-18,786.3333333333334
2020-11-19,672.2083333333334
2020-11-20,647.75
2020-11-21,628.3333333333334
2020-11-22,559.4166666666666
2020-11-23,618.2083333333334
2020-11-24,527.7083333333334
2020-11-25,522.5652173913044
2020-11-26,476.5833333333333
2020-11-27,454.60869565217394
2020-11-28,425.2916666666667
2020-11-29,411.75
2020-11-30,376.0416666666667
2020-12-01,330.5416666666667
2020-12-02,351.875
2020-12-03,295.0
2020-12-04,338.7916666666667
2020-12-05,332.2083333333333
2020-12-06,384.875
2020-12-07,555.0416666666666
2020-12-08,651.9583333333334
2020-12-09,691.6666666666666
2020-12-10,709.0416666666666
2020-12-11,771.3333333333334
2020-12-12,938.3333333333334
2020-12-13,1170.5
2020-12-14,995.7916666666666
2020-12-15,950.6666666666666
2020-12-16,799.2083333333334
2020-12-17,634.9166666666666
2020-12-18,524.4285714285714
2020-12-19,488.4166666666667
2020-12-20,438.375
2020-12-21,387.3333333333333
2020-12-22,465.5
2020-12-23,666.7083333333334
2020-12-24,804.4166666666666
2020-12-25,1069.5882352941176
2020-12-26,1156.7142857142858
2020-12-27,1141.25
2020-12-28,1115.0416666666667
2020-12-29,965.5
2020-12-30,815.375
2020-12-31,675.0833333333334
2021-01-01,560.5416666666666
2021-01-02,477.4166666666667
2021-01-03,473.625
2021-01-04,541.9583333333334
2021-01-05,788.3181818181819
2021-01-06,1197.0416666666667
2021-01-07,1256.9166666666667
2021-01-08,1003.6666666666666
2021-01-09,947.7083333333334
2021-01-10,827.3333333333334
2021-01-11,792.5
2021-01-12,766.375
2021-01-13,789.5
2021-01-14,770.8333333333334
2021-01-15,664.7083333333334
2021-01-16,585.5416666666666
2021-01-17,563.375
2021-01-18,509.5
2021-01-19,537.0
2021-01-20,483.0416666666667
2021-01-21,463.4583333333333
2021-01-22,394.25
2021-01-23,425.875
2021-01-24,371.0416666666667
2021-01-25,363.2083333333333
2021-01-26,319.7916666666667
2021-01-27,338.8333333333333
2021-01-28,305.75
2021-01-29,289.7083333333333
2021-01-30,310.2083333333333
2021-01-31,308.375
2021-02-01,290.625
2021-02-02,291.8181818181818
2021-02-03,276.3333333333333
2021-02-04,283.75
2021-02-05,282.75
2021-02-06,270.9166666666667
2021-02-07,305.0833333333333
2021-02-08,467.5416666666667
2021-02-09,765.875
2021-02-10,1263.9166666666667
2021-02-11,1041.3333333333333
2021-02-12,907.625
2021-02-13,874.4166666666666
2021-02-14,784.9583333333334
2021-02-15,739.75
2021-02-16,597.75
2021-02-17,649.0
2021-02-18,848.5833333333334
2021-02-19,901.5833333333334
2021-02-20,1035.6666666666667
2021-02-21,1720.9166666666667
2021-02-22,1798.0416666666667
2021-02-23,1826.2083333333333
2021-02-24,1725.0416666666667
2021-02-25,1606.05
2021-02-26,1274.391304347826
2021-02-27,1040.5
2021-02-28,925.0416666666666
2021-03-01,899.3333333333334
2021-03-02,926.2083333333334
2021-03-03,857.4166666666666
2021-03-04,753.625
2021-03-05,698.5
2021-03-06,605.0833333333334
2021-03-07,584.0833333333334
2021-03-08,542.625
2021-03-09,619.7916666666666
2021-03-10,682.25
2021-03-11,771.6666666666666
2021-03-12,801.0833333333334
2021-03-13,873.1666666666666
2021-03-14,888.9166666666666
2021-03-15,805.9583333333334
2021-03-16,675.25
2021-03-17,625.0416666666666
2021-03-18,631.375
2021-03-19,598.9166666666666
2021-03-20,489.7916666666667
2021-03-21,466.125
2021-03-22,451.9166666666667
2021-03-23,455.25
2021-03-24,469.0833333333333
2021-03-25,437.4583333333333
2021-03-26,423.8333333333333
2021-03-27,403.625
2021-03-28,413.7083333333333
2021-03-29,377.5416666666667
2021-03-30,384.2916666666667
2021-03-31,419.0833333333333
2021-04-01,375.2916666666667
2021-04-02,382.4166666666667
2021-04-03,412.0416666666667
2021-04-04,444.5
2021-04-05,491.1666666666667
2021-04-06,551.1666666666666
2021-04-07,576.2083333333334
2021-04-08,547.7916666666666
2021-04-09,535.5
2021-04-10,442.375
2021-04-11,417.625
2021-04-12,390.0416666666667
2021-04-13,353.2083333333333
2021-04-14,324.0833333333333
2021-04-15,340.75
2021-04-16,323.4166666666667
2021-04-17,352.7083333333333
2021-04-18,362.8333333333333
2021-04-19,327.7916666666667
2021-04-20,343.375
2021-04-21,319.75
2021-04-22,321.75
2021-04-23,336.0833333333333
2021-04-24,362.2916666666667
2021-04-25,373.125
2021-04-26,335.4583333333333
2021-04-27,298.5416666666667
2021-04-28,308.4166666666667
2021-04-29,276.25
2021-04-30,302.1666666666667
2021-05-01,309.0833333333333
2021-05-02,370.125
2021-05-03,309.0
2021-05-04,304.5
2021-05-05,332.0833333333333
2021-05-06,337.0
2021-05-07,308.4583333333333
2021-05-08,289.9166666666667
2021-05-09,290.4583333333333
2021-05-10,276.4583333333333
2021-05-11,286.5416666666667
2021-05-12,276.2916666666667
2021-05-13,266.2916666666667
2021-05-14,275.2916666666667
2021-05-15,257.9583333333333
2021-05-16,275.9583333333333
2021-05-17,257.1666666666667
2021-05-18,266.75
2021-05-19,264.4166666666667
2021-05-20,273.4166666666667
2021-05-21,269.5833333333333
2021-05-22,269.2916666666667
2021-05-23,263.875
2021-05-24,248.20833333333334
2021-05-25,250.58333333333334
2021-05-26,258.875
2021-05-27,268.5416666666667
2021-05-28,259.3333333333333
2021-05-29,254.04166666666666
2021-05-30,239.16666666666666
2021-05-31,250.08333333333334
2021-06-01,248.04166666666666
2021-06-02,252.29166666666666
2021-06-03,262.0
2021-06-04,266.125
2021-06-05,268.5833333333333
2021-06-06,290.5833333333333
2021-06-07,341.2916666666667
2021-06-08,269.125
2021-06-09,267.75
2021-06-10,262.125
2021-06-11,256.375
2021-06-12,259.125
2021-06-13,249.41666666666666
2021-06-14,244.625
2021-06-15,250.66666666666666
2021-06-16,246.1818181818182
2021-06-17,248.29166666666666
2021-06-18,256.9583333333333
2021-06-19,250.16666666666666
2021-06-20,249.79166666666666
2021-06-21,243.625
2021-06-22,230.58333333333334
2021-06-23,205.95833333333334
2021-06-24,188.33333333333334
2021-06-25,180.875
2021-06-26,176.75
2021-06-27,236.625
2021-06-28,241.25
2021-06-29,222.25
2021-06-30,213.16666666666666
2021-07-01,210.58333333333334
2021-07-02,208.66666666666666
2021-07-03,224.41666666666666
2021-07-04,222.54166666666666
2021-07-05,208.33333333333334
2021-07-06,213.0
2021-07-07,197.16666666666666
2021-07-08,230.20833333333334
2021-07-09,222.875
2021-07-10,247.66666666666666
2021-07-11,206.58333333333334
2021-07-12,184.16666666666666
2021-07-13,190.45833333333334
2021-07-14,188.41666666666666
2021-07-15,148.375
2021-07-16,144.66666666666666
2021-07-17,154.33333333333334
2021-07-18,172.5
2021-07-19,179.79166666666666
2021-07-20,166.08333333333334
2021-07-21,180.79166666666666
2021-07-22,207.41666666666666
2021-07-23,199.20833333333334
2021-07-24,178.0
2021-07-25,181.5
2021-07-26,175.33333333333334
2021-07-27,151.625
2021-07-28,127.375
2021-07-29,130.33333333333334
2021-07-30,154.20833333333334
2021-07-31,138.625
2021-08-01,173.33333333333334
2021-08-02,156.45833333333334
2021-08-03,165.95833333333334
2021-08-04,189.41666666666666
2021-08-05,185.25
2021-08-06,156.79166666666666
2021-08-07,135.08333333333334
2021-08-08,143.79166666666666
2021-08-09,134.875
2021-08-10,144.91666666666666
2021-08-11,134.41666666666666
2021-08-12,140.375
2021-08-13,148.625
2021-08-14,193.20833333333334
2021-08-15,180.125
2021-08-16,178.08333333333334
2021-08-17,176.79166666666666
2021-08-18,203.83333333333334
2021-08-19,203.95833333333334
2021-08-20,199.75
2021-08-21,155.04166666666666
2021-08-22,184.58333333333334
2021-08-23,179.04166666666666
2021-08-24,184.125
2021-08-25,163.91666666666666
2021-08-26,213.54166666666666
2021-08-27,148.58333333333334
2021-08-28,148.58333333333334
2021-08-29,144.91304347826087
2021-08-30,150.66666666666666
2021-08-31,174.875
2021-09-01,163.54166666666666
2021-09-02,193.04166666666666
2021-09-03,186.0
2021-09-04,196.125
2021-09-05,175.33333333333334
2021-09-06,177.54166666666666
2021-09-07,149.20833333333334
2021-09-08,147.875
2021-09-09,162.79166666666666
2021-09-10,167.54166666666666
2021-09-11,163.04166666666666
2021-09-12,150.79166666666666
2021-09-13,134.75
2021-09-14,141.25
2021-09-15,154.45833333333334
2021-09-16,228.0
2021-09-17,131.16666666666666
2021-09-18,146.625
2021-09-19,131.54166666666666
2021-09-20,124.66666666666667
2021-09-21,137.45833333333334
2021-09-22,126.08333333333333
2021-09-23,133.04166666666666
2021-09-24,154.25
2021-09-25,154.45833333333334
2021-09-26,146.91666666666666
2021-09-27,139.0
2021-09-28,144.66666666666666
2021-09-29,140.43478260869566
2021-09-30,132.5
2021-10-01,123.75
2021-10-02,113.41666666666667
2021-10-03,113.45833333333333
2021-10-04,119.0
2021-10-05,126.83333333333333
2021-10-06,130.08333333333334
2021-10-07,145.70833333333334
2021-10-08,224.33333333333334
2021-10-09,206.33333333333334
2021-10-10,242.04166666666666
2021-10-11,268.75
2021-10-12,300.9583333333333
2021-10-13,278.125
2021-10-14,371.3333333333333
2021-10-15,627.875
2021-10-16,690.8333333333334
2021-10-17,545.9583333333334
2021-10-18,426.1666666666667
2021-10-19,407.625
2021-10-20,497.4583333333333
2021-10-21,549.9583333333334
2021-10-22,802.2916666666666
2021-10-23,902.2916666666666
2021-10-24,749.3333333333334
2021-10-25,628.952380952381
2021-10-26,553.4615384615385
2021-10-27,501.125
2021-10-28,451.875
2021-10-29,382.125
2021-10-30,362.9166666666667
2021-10-31,313.7916666666667
2021-11-01,323.9583333333333
2021-11-02,390.375
2021-11-03,624.7916666666666
2021-11-04,1010.0416666666666
2021-11-05,1553.5416666666667
2021-11-06,1350.5833333333333
2021-11-07,1052.5
2021-11-08,794.0
2021-11-09,668.0416666666666
2021-11-10,587.3333333333334
2021-11-11,749.875
2021-11-12,1123.4583333333333
2021-11-13,1358.5
2021-11-14,1327.2083333333333
2021-11-15,1330.0833333333333
2021-11-16,1106.5416666666667
2021-11-17,938.0416666666666
2021-11-18,812.875
2021-11-19,677.5833333333334
2021-11-20,610.0
2021-11-21,630.1666666666666
2021-11-22,882.2083333333334
2021-11-23,1073.25
2021-11-24,1042.4583333333333
2021-11-25,975.9583333333334
2021-11-26,869.6666666666666
2021-11-27,732.1666666666666
2021-11-28,639.6666666666666
2021-11-29,570.0416666666666
2021-11-30,694.125
2021-12-01,853.25
2021-12-02,804.9583333333334
2021-12-03,955.5833333333334
2021-12-04,901.7916666666666
2021-12-05,851.375
2021-12-06,911.7916666666666
2021-12-07,974.3333333333334
2021-12-08,1057.0
2021-12-09,1066.8333333333333
2021-12-10,1155.5
2021-12-11,1154.2916666666667
2021-12-12,1052.625
2021-12-13,1011.625
2021-12-14,845.9166666666666
2021-12-15,809.7142857142857
2021-12-16,839.2916666666666
2021-12-17,1093.7916666666667
2021-12-18,1058.25
2021-12-19,1122.0833333333333
2021-12-20,1052.7083333333333
2021-12-21,1506.0416666666667
2021-12-22,1535.4583333333333
2021-12-23,1195.9166666666667
2021-12-24,1182.6666666666667
2021-12-25,1130.5416666666667
2021-12-26,1243.9583333333333
2021-12-27,1104.125
2021-12-28,946.1666666666666
2021-12-29,957.75
2021-12-30,896.8333333333334
2021-12-31,842.2916666666666
2022-01-01,1070.125
2022-01-02,1344.5833333333333
2022-01-03,1410.125
2022-01-04,1634.6666666666667
2022-01-05,1604.9583333333333
2022-01-06,1548.3333333333333
2022-01-07,1377.875
2022-01-08,1300.5833333333333
2022-01-09,1602.25
2022-01-10,2315.5833333333335
2022-01-11,3959.3333333333335
2022-01-12,5175.708333333333
2022-01-13,5226.625
2022-01-14,4385.95652173913
2022-01-15,3641.625
2022-01-16,2546.9166666666665
2022-01-17,1731.75
2022-01-18,1509.5
2022-01-19,1334.4583333333333
2022-01-20,1155.1666666666667
2022-01-21,995.9583333333334
2022-01-22,973.3333333333334
2022-01-23,918.5
2022-01-24,911.1666666666666
2022-01-25,865.5833333333334
2022-01-26,831.5
2022-01-27,801.25
2022-01-28,717.0833333333334
2022-01-29,730.5416666666666
2022-01-30,717.0416666666666
2022-01-31,804.5
2022-02-01,773.25
2022-02-02,837.5
2022-02-03,903.1739130434783
2022-02-04,927.25
2022-02-05,1066.4166666666667
2022-02-06,1137.0416666666667
2022-02-07,1080.6666666666667
2022-02-08,1187.1739130434783
2022-02-09,1558.375
2022-02-10,1802.1666666666667
2022-02-11,2189.318181818182
2022-02-12,2794.3333333333335
2022-02-13,2826.5833333333335
2022-02-14,2815.6666666666665
2022-02-15,2488.7916666666665
2022-02-16,2377.4166666666665
2022-02-17,2118.875
2022-02-18,2157.0
2022-02-19,2674.6666666666665
2022-02-20,3065.9166666666665
2022-02-21,3035.6666666666665
2022-02-22,2773.75
2022-02-23,2490.9166666666665
2022-02-24,2308.7916666666665
2022-02-25,2086.375
2022-02-26,1595.9583333333333
2022-02-27,1370.125
2022-02-28,1226.5416666666667
2022-03-01,1112.5416666666667
2022-03-02,1037.5
2022-03-03,1039.375
2022-03-04,1026.5416666666667
2022-03-05,959.5833333333334
2022-03-06,938.6666666666666
2022-03-07,900.5416666666666
2022-03-08,852.5416666666666
2022-03-09,868.6666666666666
2022-03-10,842.1666666666666
2022-03-11,812.8333333333334
2022-03-12,797.5
2022-03-13,776.5
2022-03-14,745.4166666666666
2022-03-15,753.3333333333334
2022-03-16,727.2083333333334
2022-03-17,701.625
2022-03-18,684.375
2022-03-19,672.375
2022-03-20,675.9583333333334
2022-03-21,645.25
2022-03-22,657.7916666666666
2022-03-23,659.3333333333334
2022-03-24,607.75
2022-03-25,658.125
2022-03-26,639.1666666666666
2022-03-27,624.8333333333334
2022-03-28,615.9166666666666
2022-03-29,637.375
2022-03-30,579.7083333333334
2022-03-31,602.6666666666666
2022-04-01,571.0
2022-04-02,564.2083333333334
2022-04-03,556.2916666666666
2022-04-04,574.9583333333334
2022-04-05,576.0833333333334
2022-04-06,568.6086956521739
2022-04-07,578.0416666666666
2022-04-08,597.8636363636364
2022-04-09,619.6666666666666
2022-04-10,587.5833333333334
2022-04-11,577.1666666666666
2022-04-12,581.3333333333334
2022-04-13,571.5833333333334
2022-04-14,549.5833333333334
2022-04-15,602.875
2022-04-16,571.3333333333334
2022-04-17,665.75
2022-04-18,681.5
2022-04-19,637.0833333333334
2022-04-20,597.4583333333334
2022-04-21,562.3333333333334
2022-04-22,542.125
2022-04-23,552.0416666666666
2022-04-24,536.875
2022-04-25,536.2083333333334
